soluzione,definizione
STECCATO,Recinto di legno o divisione ideale
STEFANO,Il primo martire cristiano
STEINBECK,Autore di Furore
STELE,La lastra di pietra commemorativa
STELLA,Luce celeste e fama terrena
STELLALPINA,Fiore simbolo delle Alpi
STELO,Il fusto sottile di un fiore
STEMMA,L'insegna araldica di una casata
STEMPERARE,Sciogliere in un liquido
STENDARDO,Bandiera di guerra o di parata
STENDHAL,Autore del Rosso e il nero
STENTATA,"Fatto con fatica, al femminile"
STENTATE,"Fatto con fatica, al femminile plurale"
STENTATI,"Fatto con fatica, al plurale"
STENTATO,Fatto con fatica
STENTOREO,Forte come la voce di un eroe omerico
STEPHANIE,Nome proprio della più giovane principessa di Monaco
STEPHEN,Nome proprio del re del brivido King
STERNA,Elegante uccello marino migratore
STERNO,Osso piatto del torace
STEVE,Nome proprio del fondatore della Apple Jobs
STEVEN,Nome proprio del regista Spielberg
STEWARD,L'addetto di bordo o allo stadio
STIGE,Il fiume infernale del giuramento
STIGMA,Segno sul corpo o marchio sociale
STILE,Modo personale e colonna sottile
STILETTO,Sottile pugnale a lama stretta
STILOBATE,Il basamento del colonnato greco
STIPA,Forma verbale: Riempire troppo
STIPAI,Passato remoto: Riempire troppo
STIPANO,Presente plurale: Riempire troppo
STIPATO,Participio: Riempire troppo
STIPAVA,Imperfetto: Riempire troppo
STIPAVI,Imperfetto: Riempire troppo
STIPITE,Montante della porta o antenato
STIPO,Forma verbale: Riempire troppo
STIRA,Tende o passa il ferro
STIRANDO,Tendendo o passando il ferro
STIRANO,Tendono o passano il ferro
STIRARE,Tendere o passare il ferro
STIRATO,Teso o passato col ferro
STIRAVA,Tendeva o passava il ferro
STIRAVANO,Tendevano o passavano il ferro
STIRAVO,Tendevo o passavo il ferro
STIRERA,Tenderà o passerà il ferro
STIREREBBE,Tenderebbe o passerebbe il ferro
STIRO,Tendo o passo il ferro
STIVA,Spazio di carico della nave
STIVALE,Calzatura che sale fino al ginocchio
STIVALETTO,Stivale corto alla caviglia
STIZZISCO,Faccio venire la stizza
STIZZOSA,"Facile all'irritazione, al femminile"
STIZZOSE,"Facile all'irritazione, al femminile plurale"
STIZZOSI,"Facile all'irritazione, al plurale"
STIZZOSO,Facile all'irritazione
STO,"Mi trovo, in prima persona"
STOCCO,Intonaco lavorato a rilievo
STOCCOLMA,Capitale svedese sull'acqua
STOICISMO,La filosofia dell'imperturbabilità
STOLA,Fascia sacra o elegante
STOLIDO,Sciocco con parola severa
STOP,Ordine breve che ferma
STOPPIA,Ciò che resta del grano dopo la mietitura
STORCE,Forma verbale: Piegare male
STORCI,Forma verbale: Piegare male
STORCO,Forma verbale: Piegare male
STORIA,"Racconto, passato o relazione"
STORIONE,Grosso pesce da cui si ricava il caviale
STORNO,Uccello che vola in grandi stormi
STORTA,La distorsione della caviglia
STRABICO,Dagli occhi non allineati
STRABISMO,Sguardo che non converge
STRACCHINO,Cremoso formaggio fresco lombardo
STRACCIATO,Coperto di stracci
STRADA,Via per andare
STRALCIO,Parte tolta da un tutto
STRAMBO,Fuori linea senza essere geniale
STRAMONIO,Pianta velenosa delle solanacee
STRAPAZZO,Il maltrattamento sbrigativo
STRAPIOMBO,Parete che supera la verticale
STRATAGEMMA,Trucco che risolve senza nobiltà
STRAVINSKIJ,Sagra della primavera in musica
STREGA,"Figura da rogo, fiaba e scopa"
STREGONE,Praticante di magia e sortilegi
STREPITO,Faccio gran rumore protestando
STRESA,Località turistica sul Lago Maggiore
STRETTA,"Poco largo, al femminile"
STRETTE,"Poco largo, al femminile plurale"
STRETTI,"Poco largo, al plurale"
STRETTO,Poco largo
STRIA,Linea sottile e lunga
STRIAI,Passato remoto: Segnare con linee
STRIANO,Presente plurale: Segnare con linee
STRIATO,Participio: Segnare con linee
STRIAVA,Imperfetto: Segnare con linee
STRIAVI,Imperfetto: Segnare con linee
STRIDORE,Rumore acuto o contrasto evidente
STRIDULA,"Acutamente sgradevole, al femminile"
STRIDULE,"Acutamente sgradevole, al femminile plurale"
STRIDULI,"Acutamente sgradevole, al plurale"
STRIDULO,Acutamente sgradevole
STRINSE,Tenne forte
STRIO,Forma verbale: Segnare con linee
STROMBATURA,Lo svasamento di porte e finestre
STROMBOLI,Vulcano delle Eolie
STRUDEL,Dolce di mele a pasta arrotolata
STRUGGIMENTO,Il tormento del desiderio
STRUMENTO,Arnese o mezzo musicale
STUART,Nome proprio del topolino Little dei film
STUCCHEVOLE,Dolciastro o noioso
STUCCHEVOLI,"Dolciastro o noioso, al plurale"
STUCCO,Riempie crepe e imita marmi
STUDIA,Si applica a imparare
STUDIANDO,Applicandosi a imparare
STUDIANO,Si applicano a imparare
STUDIARE,Applicarsi a imparare
STUDIATO,Applicatosi a imparare
STUDIAVA,Si applicava a imparare
STUDIAVANO,Si applicavano a imparare
STUDIAVO,Mi applicavo a imparare
STUDIERA,Si applicherà a imparare
STUDIEREBBE,Si applicherebbe a imparare
STUDIO,Mi applico a imparare
STUFA,"Riscalda, ma come aggettivo si e stancata"
STUOIA,Tappeto semplice di fibre intrecciate
SU,Verso l’alto
SUBBIA,Lo scalpello a punta dello scalpellino
SUBBUGLIO,Il disordine agitato
SUBDOLO,Falso e nascostamente sleale
SUBLIMAZIONE,Il passaggio diretto da solido a gas
SUBSTRATO,"Strato sotto, anche culturale"
SUCCESSE,Capitò all'improvviso
SUCCUBE,Demone femminile tentatore
SUCRE,Capitale costituzionale boliviana
SUD,Il punto che sui mappamondi scende
SUDA,Forma verbale: Mandare sudore
SUDAI,Passato remoto: Mandare sudore
SUDAN,Paese attraversato dal Nilo
SUDANO,Presente plurale: Mandare sudore
SUDARIO,Telo funebre di forte risonanza sacra
SUDATO,Participio: Mandare sudore
SUDAVA,Imperfetto: Mandare sudore
SUDAVI,Imperfetto: Mandare sudore
SUDOKU,Rompicapo con i numeri da uno a nove
SUDORE,Sale sulla pelle per caldo o sforzo
SUE,Possessivo di terza al femminile plurale
SUFFRAGIO,Voto o preghiera per i defunti
SUGHERO,Corteccia che chiude bottiglie
SUI,Su più articolo plurale
SUINO,Relativo al maiale
SUITE,La camera d'albergo più lussuosa
SUL,"Sopra, con articolo incorporato"
SULA,Uccello marino tuffatore
SUMATRA,Isola indonesiana lungo l'equatore
SUMERI,Inventarono la scrittura cuneiforme
SUMO,Lotta giapponese in cui peso e disciplina contano
SUONA,Produrre musica
SUONANDO,Produrre musica
SUONANO,Produrre musica
SUONARE,Produrre musica
SUONATO,Prodotto musica
SUONAVA,Produrre musica
SUONAVANO,Produrre musica
SUONAVO,Produrre musica
SUONERA,Produrre musica
SUONEREBBE,Produrre musica
SUONO,Vibrazione che l'orecchio traduce
SUORA,Donna di velo e convento
SUPERA,Va oltre
SUPERANDO,Andando oltre
SUPERANO,Vanno oltre
SUPERARE,Andare oltre
SUPERATO,Andato oltre
SUPERAVA,Andava oltre
SUPERAVANO,Andavano oltre
SUPERAVO,Andavo oltre
SUPERERA,Andrà oltre
SUPEREREBBE,Andrebbe oltre
SUPERIORE,Il maggiore dei Grandi Laghi americani
SUPERNOVA,Esplosione di una stella morente
SUPERO,Vado oltre
SUPPELLETTILE,Arredo minuto e parola ingombrante
SUPPOSE,Diede per scontato
SURABAYA,Porto dell'isola di Giava
SURF,Tavola che cavalca onde
SURFINIA,Petunia ricadente da balcone
SURINAME,Piccolo Stato sudamericano ex olandese
SURO,Pesce azzurro detto sgombro bastardo
SURRENE,Ghiandola sopra il rene
SUSA,Antica capitale dell'impero persiano
SUSAN,Nome proprio dell'attrice Sarandon
SUSANOO,Il dio giapponese delle tempeste
SUSHI,Piatto giapponese di riso e pesce crudo
SUSSIEGO,Serietà altezzosa
SUSSIEGOSA,"Freddamente altezzoso, al femminile"
SUSSIEGOSE,"Freddamente altezzoso, al femminile plurale"
SUSSIEGOSI,"Freddamente altezzoso, al plurale"
SUSSIEGOSO,Freddamente altezzoso
SUSSURRO,Dico con un filo di voce
SUTURA,Cucitura chirurgica o giuntura cranica
SUVA,Capitale delle Fiji
SUZANNE,Nome proprio della cantautrice Vega
SV,Iniziali della politica Veil
SVACCIO,Mi abbandono mollemente
SVAGO,Tempo sottratto al dovere
SVAPORO,Mi disperdo come vapore
SVASSO,Uccello acquatico dal ciuffo vistoso
SVELA,Rivela
SVELANDO,Rivelando
SVELANO,Rivelano
SVELARE,Rivelare
SVELATO,Rivelato
SVELAVA,Rivelava
SVELAVANO,Rivelavano
SVELAVO,Rivelavo
SVELERA,Rivelerà
SVELEREBBE,Rivelerebbe
SVELO,Rivelo
SVENEVOLE,Affettatamente languido
SVENNE,Perse i sensi
SVERNICIATORE,Prodotto che toglie la vernice
SVEVI,Popolo germanico dell'antichità
SVEVO,Triestino della coscienza di Zeno
SVEZIA,Regno scandinavo
SVILUPPA,Fa crescere o rende visibile
SVILUPPANDO,Facendo crescere o rendendo visibile
SVILUPPANO,Fanno crescere o rendono visibile
SVILUPPARE,Far crescere o rendere visibile
SVILUPPATO,Fatto crescere o reso visibile
SVILUPPAVA,Faceva crescere o rendeva visibile
SVILUPPAVANO,Facevano crescere o rendevano visibile
SVILUPPAVO,Facevo crescere o rendevo visibile
SVILUPPERA,Farà crescere o renderà visibile
SVILUPPEREBBE,Farebbe crescere o renderebbe visibile
SVILUPPO,Faccio crescere o rendo visibile
SVOLSE,Portò a compimento il tema
SWAHILI,Lingua franca dell'Africa orientale
SWING,Stile ritmico del jazz da ballo
SYD,Nome proprio del fondatore dei Pink Floyd Barrett
SYDNEY,Metropoli australiana dall'Opera House
